HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Orphanet ID	OMIM ID
HGNC:24022	Approved	ACTRT3	actin related protein T3	84517		608534
HGNC:171	Approved	ACVR1	activin A receptor type 1	90	117759	102576
HGNC:172	Approved	ACVR1B	activin A receptor type 1B	91		601300
HGNC:18123	Approved	ACVR1C	activin A receptor type 1C	130399		608981
HGNC:173	Approved	ACVR2A	activin A receptor type 2A	92		102581
HGNC:174	Approved	ACVR2B	activin A receptor type 2B	93	159918	602730
HGNC:44161	Approved	ACVR2B-AS1	ACVR2B antisense RNA 1	100128640		
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	94	117764	601284
HGNC:177	Approved	ACY1	aminoacylase 1	95	159895	104620
HGNC:24104	Approved	ACY3	aminoacylase 3	91703		614413
HGNC:179	Approved	ACYP1	acylphosphatase 1	97		600875
HGNC:180	Approved	ACYP2	acylphosphatase 2	98		102595
HGNC:185	Entry Withdrawn	AD5	Alzheimer disease 5			
HGNC:186	Approved	ADA	adenosine deaminase	100	117771	608958
HGNC:1839	Approved	ADA2	adenosine deaminase 2	51816	396032	607575
HGNC:30713	Approved	ADAD1	adenosine deaminase domain containing 1	132612		614130
HGNC:44550	Approved	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	100422386		
HGNC:44552	Approved	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	100422407		
HGNC:30714	Approved	ADAD2	adenosine deaminase domain containing 2	161931		
HGNC:31853	Approved	ADAL	adenosine deaminase like	161823		
HGNC:187	Approved	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	8759		
HGNC:44366	Approved	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	100420505		
HGNC:198	Approved	ADAM2	ADAM metallopeptidase domain 2	2515		601533
HGNC:209	Approved	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	1587		
HGNC:210	Approved	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	1596		
HGNC:212	Approved	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	255926		
HGNC:213	Approved	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	8755		
HGNC:214	Approved	ADAM7	ADAM metallopeptidase domain 7	8756		607310
HGNC:215	Approved	ADAM8	ADAM metallopeptidase domain 8	101		602267
HGNC:216	Approved	ADAM9	ADAM metallopeptidase domain 9	8754	201516	602713
HGNC:188	Approved	ADAM10	ADAM metallopeptidase domain 10	102	358659	602192
HGNC:189	Approved	ADAM11	ADAM metallopeptidase domain 11	4185		155120
HGNC:190	Approved	ADAM12	ADAM metallopeptidase domain 12	8038		602714
HGNC:43841	Entry Withdrawn	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)			
HGNC:193	Approved	ADAM15	ADAM metallopeptidase domain 15	8751		605548
HGNC:195	Approved	ADAM17	ADAM metallopeptidase domain 17	6868	299456	603639
HGNC:196	Approved	ADAM18	ADAM metallopeptidase domain 18	8749		
HGNC:197	Approved	ADAM19	ADAM metallopeptidase domain 19	8728		603640
HGNC:199	Approved	ADAM20	ADAM metallopeptidase domain 20	8748		603712
HGNC:20102	Approved	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	317760		
HGNC:43901	Approved	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	100533671		
HGNC:43902	Approved	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	644325		
HGNC:200	Approved	ADAM21	ADAM metallopeptidase domain 21	8747		603713
HGNC:19822	Approved	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	145241		
HGNC:201	Approved	ADAM22	ADAM metallopeptidase domain 22	53616		603709
HGNC:202	Approved	ADAM23	ADAM metallopeptidase domain 23	8745		603710
HGNC:203	Approved	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	646479		
HGNC:206	Approved	ADAM28	ADAM metallopeptidase domain 28	10863		606188
HGNC:207	Approved	ADAM29	ADAM metallopeptidase domain 29	11086		604778
HGNC:208	Approved	ADAM30	ADAM metallopeptidase domain 30	11085		604779
HGNC:15479	Approved	ADAM32	ADAM metallopeptidase domain 32	203102		618602
HGNC:15478	Approved	ADAM33	ADAM metallopeptidase domain 33	80332		607114
HGNC:16299	Approved	ADAMDEC1	ADAM like decysin 1	27299		606393
HGNC:217	Approved	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510		605174
HGNC:218	Approved	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	117780	604539
HGNC:219	Approved	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508		605011
HGNC:220	Approved	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507		603876
HGNC:221	Approved	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096		605007
HGNC:222	Approved	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174		605008
HGNC:223	Approved	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	11173		605009
HGNC:49407	Approved	ADAMTS7P1	ADAMTS7 pseudogene 1	390660		
HGNC:49409	Approved	ADAMTS7P3	ADAMTS7 pseudogene 3	400406		
HGNC:49410	Approved	ADAMTS7P4	ADAMTS7 pseudogene 4	642935		
HGNC:224	Approved	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	11095		605175
HGNC:13202	Approved	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999		605421
HGNC:40625	Approved	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	101929335		
HGNC:42435	Approved	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	100507098		
HGNC:13201	Approved	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794	117773	608990
HGNC:14605	Approved	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792		606184
HGNC:1366	Approved	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	11093	117776	604134
HGNC:14899	Approved	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766		607506
HGNC:16305	Approved	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	170689		607509
HGNC:17108	Approved	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	170690		607510
HGNC:17109	Approved	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	170691	304263	607511
HGNC:17110	Approved	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	170692	376567	607512
HGNC:17111	Approved	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019		607513
HGNC:40797	Approved	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	103689846		
HGNC:17178	Approved	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	80070		611681
HGNC:14632	Approved	ADAMTSL1	ADAMTS like 1	92949		609198
HGNC:14631	Approved	ADAMTSL2	ADAMTS like 2	9719	183895	612277
HGNC:14633	Approved	ADAMTSL3	ADAMTS like 3	57188		609199
HGNC:19706	Approved	ADAMTSL4	ADAMTS like 4	54507	178791	610113
HGNC:32041	Approved	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	574406		
HGNC:40895	Approved	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	100289061		
HGNC:27912	Approved	ADAMTSL5	ADAMTS like 5	339366		
HGNC:16486	Approved	ADAP1	ArfGAP with dual PH domains 1	11033		608114
HGNC:16487	Approved	ADAP2	ArfGAP with dual PH domains 2	55803	469914	608635
HGNC:225	Approved	ADAR	adenosine deaminase RNA specific	103	119502	146920
HGNC:226	Approved	ADARB1	adenosine deaminase RNA specific B1	104		601218
HGNC:227	Approved	ADARB2	adenosine deaminase RNA specific B2 (inactive)	105		602065
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1	642394		
HGNC:228	Approved	ADAT1	adenosine deaminase tRNA specific 1	23536		604230
HGNC:21172	Approved	ADAT2	adenosine deaminase tRNA specific 2	134637		615388
HGNC:25151	Approved	ADAT3	adenosine deaminase tRNA specific 3	113179	365118	615302
HGNC:19038	Approved	ADCK1	aarF domain containing kinase 1	57143		
HGNC:19039	Approved	ADCK2	aarF domain containing kinase 2	90956		
HGNC:21738	Approved	ADCK5	aarF domain containing kinase 5	203054		
HGNC:229	Approved	ADCP1	adenosine deaminase complexing protein 1	106		
HGNC:232	Approved	ADCY1	adenylate cyclase 1	107	404762	103072
HGNC:233	Approved	ADCY2	adenylate cyclase 2	108		103071
HGNC:234	Approved	ADCY3	adenylate cyclase 3	109		600291
HGNC:235	Approved	ADCY4	adenylate cyclase 4	196883		600292
HGNC:236	Approved	ADCY5	adenylate cyclase 5	111	327400	600293
HGNC:237	Approved	ADCY6	adenylate cyclase 6	112	403669	600294
HGNC:53332	Approved	ADCY6-DT	ADCY6 divergent transcript	100506125		
HGNC:238	Approved	ADCY7	adenylate cyclase 7	113		600385
HGNC:239	Approved	ADCY8	adenylate cyclase 8	114		103070
HGNC:240	Approved	ADCY9	adenylate cyclase 9	115		603302
HGNC:21285	Approved	ADCY10	adenylate cyclase 10	55811	168172	605205
HGNC:44143	Approved	ADCY10P1	ADCY10 pseudogene 1	221442		
HGNC:241	Approved	ADCYAP1	adenylate cyclase activating polypeptide 1	116		102980
HGNC:242	Approved	ADCYAP1R1	ADCYAP receptor type I	117		102981
HGNC:243	Approved	ADD1	adducin 1	118	469916	102680
HGNC:244	Approved	ADD2	adducin 2	119	469918	102681
HGNC:245	Approved	ADD3	adducin 3	120	394916	601568
HGNC:48682	Approved	ADD3-AS1	ADD3 antisense RNA 1	100505933		
HGNC:247	Entry Withdrawn	ADFN	albinism-deafness syndrome			
HGNC:21212	Approved	ADGB	androglobin	79747		614630
HGNC:13838	Approved	ADGRA1	adhesion G protein-coupled receptor A1	84435		612302
HGNC:49543	Approved	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1	100128127		
HGNC:17849	Approved	ADGRA2	adhesion G protein-coupled receptor A2	25960		606823
HGNC:13839	Approved	ADGRA3	adhesion G protein-coupled receptor A3	166647	470398	612303
HGNC:943	Approved	ADGRB1	adhesion G protein-coupled receptor B1	575		602682
HGNC:944	Approved	ADGRB2	adhesion G protein-coupled receptor B2	576		602683
HGNC:945	Approved	ADGRB3	adhesion G protein-coupled receptor B3	577		602684
HGNC:19893	Approved	ADGRD1	adhesion G protein-coupled receptor D1	283383		613639
HGNC:53314	Approved	ADGRD1-AS1	ADGRD1 antisense RNA 1	105755954		
HGNC:18651	Approved	ADGRD2	adhesion G protein-coupled receptor D2	347088		
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	2015		600493
HGNC:3337	Approved	ADGRE2	adhesion G protein-coupled receptor E2	30817		606100
HGNC:23647	Approved	ADGRE3	adhesion G protein-coupled receptor E3	84658		606101
HGNC:19240	Approved	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	326342		612305
HGNC:1711	Approved	ADGRE5	adhesion G protein-coupled receptor E5	976		601211
HGNC:18990	Approved	ADGRF1	adhesion G protein-coupled receptor F1	266977		617430
HGNC:18991	Approved	ADGRF2	adhesion G protein-coupled receptor F2	222611		
HGNC:18989	Approved	ADGRF3	adhesion G protein-coupled receptor F3	165082		
HGNC:19011	Approved	ADGRF4	adhesion G protein-coupled receptor F4	221393		614268
HGNC:19030	Approved	ADGRF5	adhesion G protein-coupled receptor F5	221395		
HGNC:40864	Approved	ADGRF5-AS1	ADGRF5 antisense RNA 1	101926962		
HGNC:32922	Approved	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	389740		
HGNC:32921	Approved	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	441416		
HGNC:4512	Approved	ADGRG1	adhesion G protein-coupled receptor G1	9289	122266	604110
HGNC:4516	Approved	ADGRG2	adhesion G protein-coupled receptor G2	10149	466348	300572
HGNC:13728	Approved	ADGRG3	adhesion G protein-coupled receptor G3	222487		618441
HGNC:18992	Approved	ADGRG4	adhesion G protein-coupled receptor G4	139378		
HGNC:19010	Approved	ADGRG5	adhesion G protein-coupled receptor G5	221188		616965
HGNC:13841	Approved	ADGRG6	adhesion G protein-coupled receptor G6	57211	469920	612243
HGNC:19241	Approved	ADGRG7	adhesion G protein-coupled receptor G7	84873		612307
HGNC:20973	Approved	ADGRL1	adhesion G protein-coupled receptor L1	22859		616416
HGNC:18582	Approved	ADGRL2	adhesion G protein-coupled receptor L2	23266		607018
HGNC:20974	Approved	ADGRL3	adhesion G protein-coupled receptor L3	23284		616417
HGNC:50604	Approved	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1	101927186		
HGNC:20822	Approved	ADGRL4	adhesion G protein-coupled receptor L4	64123		616419
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1	84059	122270	602851
HGNC:249	Approved	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	124		103700
HGNC:250	Approved	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125	469922	103720
HGNC:251	Approved	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	469924	103730
HGNC:252	Approved	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	127		103740
HGNC:253	Approved	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128		103710
HGNC:254	Entry Withdrawn	ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1			
HGNC:22976	Approved	ADH5P2	ADH5 pseudogene 2	343296		
HGNC:22991	Approved	ADH5P3	ADH5 pseudogene 3	100131810		
HGNC:21377	Approved	ADH5P4	ADH5 pseudogene 4	642443		
HGNC:54523	Approved	ADH5P5	ADH5 pseudogene 5	115945146		
HGNC:255	Approved	ADH6	alcohol dehydrogenase 6 (class V)	130		103735
HGNC:256	Approved	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	131		600086
HGNC:16354	Approved	ADHFE1	alcohol dehydrogenase iron containing 1	137872		611083
HGNC:30576	Approved	ADI1	acireductone dioxygenase 1	55256		613400
HGNC:52339	Approved	ADI1P1	acireductone dioxygenase 1 pseudogene 1	100130936		
HGNC:52340	Approved	ADI1P2	acireductone dioxygenase 1 pseudogene 2	100288971		
HGNC:52341	Approved	ADI1P3	acireductone dioxygenase 1 pseudogene 3	100288129		
HGNC:28606	Approved	ADIG	adipogenin	149685		611396
HGNC:13633	Approved	ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	469926	605441
HGNC:40648	Approved	ADIPOQ-AS1	ADIPOQ antisense RNA 1	100874095		
HGNC:24040	Approved	ADIPOR1	adiponectin receptor 1	51094		607945
HGNC:44910	Approved	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	645220		
HGNC:44911	Approved	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	390503		
HGNC:24041	Approved	ADIPOR2	adiponectin receptor 2	79602		607946
HGNC:24043	Approved	ADIRF	adipogenesis regulatory factor	10974		
HGNC:45127	Approved	ADIRF-AS1	ADIRF antisense RNA 1	100133190		
HGNC:257	Approved	ADK	adenosine kinase	132	289298	102750
HGNC:259	Approved	ADM	adrenomedullin	133		103275
HGNC:28898	Approved	ADM2	adrenomedullin 2	79924		608682
HGNC:27293	Approved	ADM5	adrenomedullin 5 (putative)	199800		
HGNC:15766	Approved	ADNP	activity dependent neuroprotector homeobox	23394	406010	611386
HGNC:51227	Approved	ADNP-AS1	ADNP antisense RNA 1	101927631		
HGNC:23803	Approved	ADNP2	ADNP homeobox 2	22850		617422
HGNC:23506	Approved	ADO	2-aminoethanethiol dioxygenase	84890		611392
HGNC:262	Approved	ADORA1	adenosine A1 receptor	134		102775
HGNC:263	Approved	ADORA2A	adenosine A2a receptor	135	365126	102776
HGNC:37122	Approved	ADORA2A-AS1	ADORA2A antisense RNA 1	646023		
HGNC:264	Approved	ADORA2B	adenosine A2b receptor	136		600446
HGNC:265	Approved	ADORA2BP1	adenosine A2b receptor pseudogene 1	137		
HGNC:266	Entry Withdrawn	ADORA2L1	adenosine A2 receptor-like 1			
HGNC:267	Entry Withdrawn	ADORA2L2	adenosine A2 receptor-like 2			
HGNC:268	Approved	ADORA3	adenosine A3 receptor	140		600445
HGNC:25250	Approved	ADPGK	ADP dependent glucokinase	83440		611861
HGNC:44144	Approved	ADPGK-AS1	ADPGK antisense RNA 1	100287559		
HGNC:269	Approved	ADPRH	ADP-ribosylarginine hydrolase	141		603081
HGNC:21303	Approved	ADPRHL1	ADP-ribosylhydrolase like 1	113622		610620
HGNC:21304	Approved	ADPRHL2	ADP-ribosylhydrolase like 2	54936		610624
HGNC:30925	Approved	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	56985		
HGNC:277	Approved	ADRA1A	adrenoceptor alpha 1A	148		104221
HGNC:278	Approved	ADRA1B	adrenoceptor alpha 1B	147		104220
HGNC:280	Approved	ADRA1D	adrenoceptor alpha 1D	146		104219
HGNC:281	Approved	ADRA2A	adrenoceptor alpha 2A	150		104210
HGNC:282	Approved	ADRA2B	adrenoceptor alpha 2B	151	395886	104260
HGNC:283	Approved	ADRA2C	adrenoceptor alpha 2C	152		104250
HGNC:285	Approved	ADRB1	adrenoceptor beta 1	153		109630
HGNC:286	Approved	ADRB2	adrenoceptor beta 2	154		109690
HGNC:288	Approved	ADRB3	adrenoceptor beta 3	155		109691
HGNC:15759	Approved	ADRM1	adhesion regulating molecule 1	11047		610650
HGNC:291	Approved	ADSL	adenylosuccinate lyase	158	119507	608222
HGNC:20093	Approved	ADSS1	adenylosuccinate synthase 1	122622	469928	612498
HGNC:292	Approved	ADSS2	adenylosuccinate synthase 2	159		103060
HGNC:293	Entry Withdrawn	ADT	ADT unknown			
HGNC:21214	Approved	ADTRP	androgen dependent TFPI regulating protein	84830		614348
HGNC:303	Approved	AEBP1	AE binding protein 1	165		602981
HGNC:24051	Approved	AEBP2	AE binding protein 2	121536		617934
HGNC:25722	Approved	AEN	apoptosis enhancing nuclease	64782		610177
HGNC:309	Entry Withdrawn	AF8T	AF8 temperature sensitivity complementing			
HGNC:310	Entry Withdrawn	AFA	ankyloblepharon filiforme adnatum			
HGNC:24017	Approved	AFAP1	actin filament associated protein 1	60312		608252
HGNC:28141	Approved	AFAP1-AS1	AFAP1 antisense RNA 1	84740		
HGNC:26714	Approved	AFAP1L1	actin filament associated protein 1 like 1	134265		614410
HGNC:25901	Approved	AFAP1L2	actin filament associated protein 1 like 2	84632		612420
HGNC:312	Entry Withdrawn	AFD1	acrofacial dysostosis 1, Nager type			
HGNC:7137	Approved	AFDN	afadin, adherens junction formation factor	4301		159559
HGNC:21236	Approved	AFDN-DT	AFDN divergent transcript	653483		
HGNC:7135	Approved	AFF1	AF4/FMR2 family member 1	4299	171634	159557
HGNC:53447	Approved	AFF1-AS1	AFF1 antisense RNA 1	100506746		
HGNC:3776	Approved	AFF2	AF4/FMR2 family member 2	2334	119509	300806
HGNC:41334	Approved	AFF2-IT1	AFF2 intronic transcript 1	100874269		
HGNC:6473	Approved	AFF3	AF4/FMR2 family member 3	3899		601464
HGNC:17869	Approved	AFF4	AF4/FMR2 family member 4	27125	448667	604417
HGNC:16411	Approved	AFG1L	AFG1 like ATPase	246269		617469
HGNC:314	Approved	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	172		603020
HGNC:315	Approved	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939	212604	604581
HGNC:24169	Approved	AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1	347028		
HGNC:316	Approved	AFM	afamin	173		104145
HGNC:20910	Approved	AFMID	arylformamidase	125061		
HGNC:317	Approved	AFP	alpha fetoprotein	174	173230	104150
HGNC:25951	Approved	AFTPH	aftiphilin	54812		
HGNC:318	Approved	AGA	aspartylglucosaminidase	175	119513	613228
HGNC:16922	Approved	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	116987		608651
HGNC:41427	Approved	AGAP1-IT1	AGAP1 intronic transcript 1	100506749		
HGNC:16921	Approved	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	116986		605476
HGNC:48633	Approved	AGAP2-AS1	AGAP2 antisense RNA 1	100130776		
HGNC:16923	Approved	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988		616813
HGNC:23459	Approved	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	119016		
HGNC:23467	Approved	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	729092		
HGNC:23466	Approved	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	414189		
HGNC:23465	Approved	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	653268		
HGNC:23463	Approved	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	642517		
HGNC:23659	Approved	AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	653234		
HGNC:29421	Approved	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	119385		
HGNC:23661	Approved	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	414224		
HGNC:23499	Approved	AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	728005		
HGNC:23660	Approved	AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	653259		
HGNC:26504	Approved	AGBL1	ATP/GTP binding protein like 1	123624	368101	615496
HGNC:48617	Approved	AGBL1-AS1	AGBL1 antisense RNA 1	727915		
HGNC:26296	Approved	AGBL2	ATP/GTP binding protein like 2	79841		617345
HGNC:27981	Approved	AGBL3	ATP/GTP binding protein like 3	340351		617346
HGNC:25892	Approved	AGBL4	ATP/GTP binding protein like 4	84871		616476
HGNC:41123	Approved	AGBL4-AS1	AGBL4 antisense RNA 1	101929721		
HGNC:41482	Approved	AGBL4-IT1	AGBL4 intronic transcript 1	100874313		
HGNC:26147	Approved	AGBL5	ATP/GTP binding protein like 5	60509	461232	615900
HGNC:41133	Approved	AGBL5-AS1	AGBL5 antisense RNA 1	100874031		
HGNC:41484	Approved	AGBL5-IT1	AGBL5 intronic transcript 1	106481744		
